"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Pcyox1",42,36,148,153,133,143,114,158,83,76,128,142
"Tia1",28,22,64,62,69,94,95,109,70,46,61,82
"C87436",16,15,69,58,63,81,49,55,54,44,59,38
"2310040G24Rik",4,1,5,5,9,3,3,11,4,2,4,4
"Pcbp1",374,298,1708,1268,1198,1351,962,1263,698,613,952,1069
"1600020E01Rik",30,14,118,83,72,97,76,86,60,49,64,62
"Mxd1",22,7,77,45,32,51,46,39,22,31,37,42
"Snrnp27",112,92,389,397,280,390,290,340,180,159,271,271
"Gmcl1",24,14,49,57,44,45,35,56,29,23,40,73
"Anxa4",124,95,530,539,482,553,433,535,266,229,361,344
"2610306M01Rik",6,3,18,30,13,22,6,20,7,7,17,16
"Aak1",32,24,105,97,91,124,67,114,61,42,95,105
"Nfu1",46,28,244,243,173,190,199,200,117,109,154,150
"Gfpt1",46,37,151,144,137,160,98,122,76,55,120,130
"D6Ertd527e",3,0,2,3,9,0,2,3,0,1,4,0
"Antxr1",235,190,733,782,813,767,439,604,326,328,720,776
"Prokr1",3,6,11,19,22,18,18,30,19,15,31,10
"Aplf",8,5,24,29,22,33,25,30,14,17,17,29
"Ccdc48",7,3,18,12,78,44,37,57,25,21,37,70
"Rab43",50,27,187,132,139,134,155,172,99,98,98,110
"Isy1",37,31,204,136,133,140,112,145,89,79,94,120
"Cnbp",925,652,3292,2428,2995,3471,2941,3361,2149,1837,2127,2183
"Copg",75,79,405,375,340,366,335,375,182,136,299,284
"8430410A17Rik",31,25,93,74,76,120,96,95,65,47,81,71
"H1fx",22,10,79,66,21,40,34,43,26,27,25,56
"Rab7",1,4,4,6,12,13,23,24,14,8,11,8
"Rpn1",162,125,834,794,616,624,501,613,255,246,480,458
"Gata2",5,1,13,12,6,16,13,12,5,16,12,13
"Eefsec",16,12,76,51,37,48,56,79,34,21,38,38
"Ruvbl1",38,23,240,203,190,195,180,196,116,73,119,142
"Sec61a1",153,96,840,650,391,392,308,347,182,178,311,366
"Mgll",105,55,278,187,364,377,278,388,149,143,261,317
"Abtb1",9,6,36,38,32,35,36,16,21,18,32,24
"Podxl2",33,34,98,94,87,113,78,80,45,56,133,140
"Mcm2",6,3,10,19,10,11,12,11,6,4,12,10
"Tpra1",15,20,99,90,48,73,46,70,45,29,63,56
"Plxna1",29,24,89,96,108,104,62,110,48,48,85,111
"Chchd6",48,21,166,146,140,159,119,138,84,77,129,110
"Txnrd3",14,15,36,17,45,68,39,52,27,30,27,22
"Zxdc",21,9,61,42,48,74,59,92,41,35,35,74
"Klf15",13,6,65,34,16,37,20,32,35,14,12,17
"Aldh1l1",4,3,10,10,5,14,12,14,5,7,2,24
"Slc41a3",36,13,73,101,104,113,102,92,51,47,60,93
"Iqsec1",45,39,133,137,110,110,82,113,65,48,99,82
"Hdac11",6,2,26,35,34,36,25,27,12,34,30,26
"Fbln2",995,727,5594,4387,4116,4569,3728,4220,2213,1887,3139,3098
"1810044D09Rik",2,0,16,17,7,8,6,6,3,4,8,3
"Chchd4",46,28,191,100,83,100,71,82,50,53,71,86
"Tmem43",115,76,426,447,385,384,309,350,181,154,306,320
"Xpc",8,6,40,37,42,45,34,38,24,18,29,41
"Lsm3",60,31,251,248,198,233,208,228,142,131,178,165
"Slc6a6",102,71,219,214,367,383,380,421,224,234,204,239
"C130022K22Rik",45,33,176,161,164,250,229,222,117,132,130,173
"Fgd5",11,8,35,45,43,54,49,40,28,32,29,45
"Nr2c2",21,13,61,55,64,58,62,74,34,34,45,51
"Mrps25",39,31,277,243,154,223,121,215,95,101,148,153
"Zfyve20",14,17,58,46,65,45,58,69,31,20,54,46
"Prickle2",24,19,80,57,59,83,38,51,38,23,67,46
"Adamts9",13,7,14,20,27,21,14,16,11,14,32,19
"9530026P05Rik",5,1,11,9,9,11,5,3,8,6,8,2
"Magi1",13,7,20,9,24,28,14,23,14,9,30,26
"Slc25a26",3,3,31,23,17,21,15,15,9,9,14,18
"Lrig1",31,27,156,149,114,110,77,129,70,68,72,94
"Suclg2",74,44,136,135,162,177,167,182,96,102,118,143
"A130022J15Rik",1,3,29,25,17,19,15,26,16,11,24,15
"Tmf1",90,82,148,140,236,215,205,260,110,105,160,201
"Uba3",41,29,149,136,158,187,149,154,69,89,130,119
"Arl6ip5",349,276,1229,1061,1094,1211,908,1062,515,515,917,887
"Frmd4b",49,34,99,71,108,122,64,73,37,45,103,94
"Mitf",35,38,197,110,134,167,116,165,102,94,120,96
"Gm765",6,0,4,7,16,12,2,8,2,4,6,7
"Foxp1",147,94,390,273,448,530,460,479,289,264,348,366
"Eif4e3",34,27,116,87,130,133,120,148,103,79,134,135
"Prok2",1,8,3,5,2,6,0,5,3,4,1,2
"Rybp",74,53,207,143,211,213,157,171,120,105,172,201
"Shq1",4,5,24,10,15,14,19,17,5,4,12,6
"Gxylt2",8,12,78,56,29,33,31,36,26,20,34,36
"Ppp4r2",101,85,429,257,341,416,335,341,238,175,240,254
"Pdzrn3",26,31,101,89,67,65,50,69,39,39,76,89
"Chl1",2,0,7,16,1,2,0,0,0,0,2,2
"Trnt1",48,33,200,160,127,147,131,130,69,66,113,128
"Crbn",29,17,115,81,77,95,89,113,62,30,58,59
"Lrrn1",10,4,5,11,11,7,17,11,28,14,6,2
"Setmar",0,0,2,5,1,3,6,0,2,1,0,9
"Sumf1",70,59,236,248,230,256,210,230,135,110,198,216
"Itpr1",42,29,104,70,99,133,76,79,49,74,99,98
"Bhlhe40",828,477,2276,2223,1947,2513,2259,2573,1327,1363,2092,2123
"Arl8b",95,78,427,321,261,309,226,264,173,141,211,244
"Edem1",47,42,347,282,180,191,163,176,123,117,190,178
"Lmcd1",100,82,281,240,266,222,105,137,101,112,258,245
"Cav3",2,2,4,2,2,4,1,0,0,0,1,4
"Rad18",4,4,15,16,20,22,24,30,15,15,24,9
"Srgap3",16,5,26,34,20,35,27,27,18,14,39,39
"Thumpd3",8,11,49,56,45,42,41,35,20,20,23,40
"Gt(ROSA)26Sor",77,50,223,164,234,270,215,201,120,104,165,152
"Setd5",66,48,174,141,230,256,265,241,141,128,186,183
"Lhfpl4",5,2,12,8,11,23,16,11,7,7,7,6
"Mtmr14",6,8,67,51,45,45,35,57,24,23,35,39
"Brpf1",16,11,47,36,41,42,34,65,35,26,25,42
"Ogg1",10,7,72,61,41,40,49,58,31,18,28,39
"Camk1",129,120,490,525,452,522,407,539,254,249,397,379
"Tada3",25,19,74,79,73,85,67,65,54,37,63,73
"Arpc4",151,114,835,770,622,689,496,567,348,349,488,547
"Ttll3",6,2,4,2,14,14,14,25,9,11,6,14
"Rpusd3",1,1,19,13,6,4,7,8,10,6,7,7
"Jagn1",37,25,170,148,122,128,86,100,65,57,104,114
"Il17rc",46,41,234,233,196,191,185,183,105,85,115,151
"Creld1",56,38,242,314,187,181,168,235,65,101,192,161
"Tmem111",83,68,471,454,372,363,321,322,155,173,293,326
"6720456B07Rik",183,144,1281,1165,737,797,568,771,466,397,771,752
"Vhl",15,15,70,60,48,55,39,61,31,28,44,53
"Irak2",8,7,24,28,33,45,42,45,30,21,16,15
"Tatdn2",33,17,147,74,74,73,67,81,55,55,44,52
"Sec13",147,97,591,599,522,583,486,590,278,243,450,527
"Hrh1",10,3,4,10,12,14,9,8,6,8,8,8
"Atg7",23,20,93,90,80,110,81,94,49,47,68,75
"Vgll4",32,29,63,59,138,154,192,197,67,92,130,127
"1500001M20Rik",5,7,33,34,42,43,48,40,19,28,27,27
"Syn2",3,2,2,6,14,9,9,7,4,5,6,14
"Timp4",18,9,179,131,55,108,25,53,74,32,31,43
"Pparg",4,0,20,11,25,23,13,25,9,9,16,18
"Tsen2",7,3,52,45,35,42,32,33,20,21,18,28
"Mkrn2",18,12,80,67,60,64,67,55,30,27,45,58
"Raf1",78,87,292,220,227,314,229,309,212,166,243,225
"Cand2",4,2,12,9,15,16,22,21,18,7,10,16
"Rpl32",4048,2795,29714,22062,17726,19270,14451,16486,10634,8704,14161,13468
"Mbd4",2,1,7,10,12,12,13,8,5,4,4,11
"Ift122",9,11,21,33,35,32,30,44,16,14,17,30
"Plxnd1",14,14,65,52,41,68,22,32,32,32,19,42
"Tmcc1",21,15,59,65,55,81,45,58,48,28,60,56
"D6Wsu116e",37,26,96,84,106,138,104,157,62,61,89,99
"March8",24,19,87,79,76,76,61,47,32,28,61,58
"Zfp422",29,17,99,85,58,85,88,93,51,41,71,76
"Rassf4",2,2,1,6,2,6,3,9,3,3,2,2
"8430408G22Rik",25,13,83,87,56,86,34,73,35,50,24,51
"Cxcl12",535,359,3104,1797,1950,2369,1919,2200,1424,1281,1419,1771
"Zfp637",34,20,111,185,98,106,84,113,73,78,107,121
"Hnrnpf",707,468,3039,2094,2420,2911,2404,2620,1588,1413,1764,1680
"Rasgef1a",10,4,8,13,28,34,15,23,20,19,11,11
"Csgalnact2",92,85,409,368,356,360,261,303,185,158,261,264
"Ret",17,21,116,141,82,96,66,82,35,41,104,127
"Bms1",15,7,89,87,64,61,50,68,40,39,46,45
"Zfp248",3,3,6,11,9,11,8,15,14,4,13,5
"Zfp9",22,18,97,91,93,82,67,106,57,38,65,85
"Ankrd26",9,9,2,9,42,45,37,42,29,16,19,22
"Cacna1c",5,2,17,17,7,8,6,6,5,2,15,2
"Dcp1b",16,5,35,26,27,32,20,35,20,17,23,17
"Adipor2",44,32,209,144,166,175,143,165,99,82,161,134
"Wnt5b",9,6,32,22,14,29,36,43,13,20,23,30
"Fbxl14",7,12,62,57,57,49,36,47,27,24,29,39
"Erc1",26,18,77,60,82,94,72,78,49,49,87,83
"3110021A11Rik",3,2,14,6,10,8,12,10,4,4,3,6
"Rad52",31,11,93,49,64,80,41,47,31,25,64,42
"Wnk1",149,121,463,382,657,647,492,626,306,313,457,542
"Ccdc77",5,0,27,17,11,13,13,21,13,6,16,15
"Kdm5a",56,35,130,86,146,215,155,188,90,83,148,143
"Il17ra",168,134,774,389,612,726,694,851,490,436,421,386
"Cecr5",5,1,9,25,11,14,8,14,10,5,9,8
"Cecr2",0,1,11,6,2,5,1,4,6,2,2,1
"Atp6v1e1",111,79,537,493,419,509,406,543,238,202,326,344
"Bcl2l13",15,13,75,58,76,57,57,62,35,38,50,45
"Bid",2,3,10,10,6,7,14,6,5,4,6,3
"Mical3",2,2,9,2,6,8,9,7,4,4,11,5
"Pex26",2,3,5,10,8,5,11,6,4,6,5,7
"Usp18",24,20,93,65,78,125,116,152,59,66,104,57
"Slc6a13",16,6,18,28,8,21,45,45,14,14,20,8
"Slc6a12",3,0,71,36,5,4,17,40,11,17,8,8
"M6pr",78,58,369,237,284,309,209,286,163,125,204,222
"Phc1",14,17,72,70,45,45,38,39,30,30,38,37
"Mfap5",1919,1422,9895,8676,8290,8789,7263,8550,2447,3022,6837,6071
"Apobec1",12,15,53,55,57,73,65,63,26,38,55,36
"Slc2a3",15,4,55,52,26,49,49,70,36,32,18,23
"Foxj2",40,16,81,93,76,88,49,71,38,34,75,61
"C3ar1",3,1,8,13,7,10,5,9,3,4,8,3
"Necap1",19,14,102,97,69,85,73,78,52,44,55,79
"Clec4a1",1,0,13,10,3,1,2,10,0,2,2,3
"Clec4d",2,2,38,29,4,2,4,10,5,3,5,1
"Clec4e",0,5,9,31,2,3,6,17,3,3,3,4
"Pex5",50,36,194,146,156,189,153,159,104,114,112,135
"Clstn3",7,2,2,4,4,7,3,4,1,1,2,2
"C1rl",16,14,59,64,50,58,55,71,37,41,30,38
"C1ra",560,402,3514,2815,2395,2734,2941,3562,1483,1416,1698,1626
"C1s",796,613,4283,3271,3132,3582,3009,3793,1784,1580,1916,1934
"C1rb",2,4,3,3,8,8,12,11,9,1,10,7
"Gm5077",2,0,4,3,4,11,6,3,1,1,9,3
"Lpcat3",32,23,116,108,85,90,74,101,54,45,73,91
"Emg1",148,107,777,628,538,554,498,558,319,284,445,476
"Phb2",147,115,873,748,524,565,452,572,282,269,476,455
"Ptpn6",0,0,3,6,11,5,3,5,6,5,8,7
"Grcc10",346,278,1478,1543,1267,1504,1044,1237,729,622,1209,1179
"Atn1",56,56,263,216,208,247,128,169,115,114,137,149
"Eno2",12,14,61,40,42,44,31,42,27,24,26,28
"Spsb2",19,12,79,104,94,112,85,98,47,51,73,65
"Tpi1",187,132,1131,1009,761,990,739,848,503,400,644,645
"Usp5",31,28,142,154,122,182,129,171,66,69,109,117
"Cdca3",7,0,3,13,0,3,1,6,3,11,0,1
"Leprel2",282,208,926,887,751,897,661,770,405,400,883,956
"Lag3",23,13,60,79,53,97,45,72,41,27,53,47
"Ptms",675,514,3763,3743,2430,2546,1622,2124,1249,1274,2187,2323
"Mlf2",214,167,1104,945,628,698,501,650,364,353,600,680
"Cops7a",89,53,401,352,254,291,223,301,134,152,210,244
"C530028O21Rik",21,11,42,43,61,64,71,67,39,33,27,36
"Zfp384",9,4,15,19,23,25,11,17,13,5,14,10
"Ing4",17,13,84,128,60,93,61,77,37,33,79,102
"Acrbp",4,2,7,7,9,6,8,7,4,5,10,8
"Chd4",217,135,520,397,729,899,680,790,448,496,594,523
"Nop2",33,21,198,72,106,105,93,111,58,41,67,65
"Iffo1",10,13,39,58,31,30,30,33,19,27,34,27
"Gapdh",644,466,4778,4211,3100,3575,2445,3119,1802,1498,2258,2532
"Ncapd2",1,2,6,11,7,7,4,5,13,3,5,7
"Mrpl51",62,44,520,423,236,277,227,285,166,146,250,269
"Tapbpl",32,29,51,50,64,77,63,97,58,44,57,44
"Ltbr",56,56,493,359,246,273,212,216,191,118,254,253
"Tnfrsf1a",456,275,2436,1659,1435,1711,1389,1539,1048,966,1202,1170
"Cd9",2146,1331,8136,7440,8163,9779,9260,8796,4433,3717,5903,5652
"Vwf",13,12,37,10,13,63,9,24,15,27,41,12
"Ntf3",31,24,83,103,119,130,101,129,71,56,130,143
"Kcna5",11,2,16,13,15,20,10,8,12,9,5,8
"Kcna1",26,12,6,6,0,6,4,1,1,1,0,1
"Ndufa9",49,35,269,246,254,281,267,301,134,107,188,225
"D6Wsu163e",4,6,23,32,21,28,24,29,9,6,15,18
"9630033F20Rik",3,1,9,13,7,3,2,3,4,4,5,7
"Ccnd2",160,124,224,177,401,513,504,626,307,304,660,747
"9330179D12Rik",5,2,15,9,13,10,5,9,4,6,10,23
"Parp11",6,7,23,21,16,28,13,19,11,10,21,8
"Tspan11",18,14,135,114,91,100,68,84,56,36,60,80
"Tspan9",34,23,146,175,100,139,101,109,58,70,97,139
"Tulp3",14,11,75,83,50,61,45,78,37,29,62,55
"5930416I19Rik",21,23,119,96,51,60,36,70,27,50,65,76
"Foxm1",4,0,6,6,2,3,2,4,1,6,0,3
"Itfg2",15,7,53,62,44,46,40,53,30,35,36,57
"Fkbp4",108,97,621,585,502,523,343,493,255,243,448,457
"Clec2d",62,73,202,147,259,274,231,261,130,127,221,253
"2310001H17Rik",7,4,74,35,11,26,13,24,16,12,19,17
"Cd69",0,1,1,0,1,2,4,2,8,1,11,8
"Clec1a",34,22,99,82,150,166,181,180,90,87,138,107
"Clec7a",2,0,7,12,2,1,4,6,2,2,11,1
"Gabarapl1",275,252,1961,1571,1001,1171,762,1008,657,556,845,781
"Magohb",21,16,116,104,118,119,111,101,63,52,77,73
"Csda",252,167,1414,1019,767,818,538,650,363,358,618,714
"2700089E24Rik",134,111,474,446,500,490,482,509,296,266,459,479
"Etv6",17,21,101,66,54,73,57,65,46,48,59,44
"Lrp6",93,62,228,198,261,260,174,219,139,126,254,194
"Mansc1",3,3,5,10,14,18,17,16,8,5,16,12
"Loh12cr1",12,11,65,89,54,56,41,51,28,26,50,42
"Dusp16",23,30,114,107,87,107,89,96,70,54,80,61
"Crebl2",0,0,5,5,6,2,5,11,4,1,1,2
"Gpr19",9,5,31,40,20,27,21,15,20,16,21,23
"2810454H06Rik",0,0,3,7,13,14,7,11,9,3,4,5
"Cdkn1b",36,32,95,88,107,133,118,137,79,67,113,102
"1190002F15Rik",11,3,24,27,10,10,11,11,8,24,9,13
"Apold1",37,20,95,59,118,143,93,109,50,84,60,91
"Ddx47",34,25,135,136,114,148,136,150,65,57,106,125
"Gprc5a",47,22,86,81,126,230,150,174,84,80,82,79
"Hebp1",34,30,222,192,175,236,194,224,115,85,169,158
"8430419L09Rik",4,5,20,14,9,11,8,13,6,9,13,10
"Pbp2",4,0,3,8,1,2,1,4,0,1,4,2
"Emp1",3557,2264,10968,9194,9597,11094,6490,7334,4824,4563,9095,7533
"Grin2b",2,1,0,0,6,9,0,2,1,4,1,1
"Gm8994",2,3,10,5,9,9,6,15,3,2,15,11
"Atf7ip",9,7,53,43,40,50,48,52,34,24,43,41
"Plbd1",0,1,1,2,5,8,11,10,3,2,6,2
"Hist4h4",4,3,8,6,13,20,12,9,17,12,10,18
"H2afj",146,99,901,719,436,467,358,425,293,226,468,420
"Wbp11",73,45,273,230,267,270,224,279,185,109,191,220
"Mgp",3401,3647,96810,51694,24061,29290,12513,16521,11701,12677,32871,34093
"Arhgdib",51,30,104,99,144,132,116,136,70,83,101,87
"Rerg",15,12,15,18,41,44,14,9,4,7,16,20
"Eps8",55,38,380,198,181,181,171,235,128,122,173,126
"Strap",243,158,1266,886,880,1021,855,882,582,487,656,678
"Dera",7,11,53,54,33,36,40,57,17,23,40,37
"Mgst1",534,426,3553,2594,2398,3089,2794,3108,1769,1309,1951,1681
"Plekha5",25,20,78,54,111,96,106,114,54,44,91,100
"Aebp2",48,49,166,133,160,174,129,133,84,102,113,140
"Slco1c1",7,0,9,4,8,3,6,1,1,1,0,0
"Iapp",2,2,0,0,4,4,0,0,0,0,0,0
"Pyroxd1",7,2,30,24,24,21,27,25,24,11,26,26
"Recql",12,8,49,44,49,32,44,41,24,12,36,37
"Golt1b",132,80,402,338,298,299,247,285,163,129,272,317
"Ldhb",44,43,142,118,131,155,150,158,90,68,97,85
"Kcnj8",6,6,26,11,11,15,18,11,11,6,16,32
"Abcc9",15,13,23,6,26,31,14,13,17,8,21,26
"Cmas",35,26,161,174,93,96,94,134,63,51,88,107
"5730419I09Rik",8,5,36,25,23,26,31,41,25,12,25,24
"Etnk1",68,36,212,132,183,184,166,201,110,120,154,128
"Sox5",28,17,53,41,84,89,71,69,33,35,56,57
"Bcat1",9,3,43,44,12,16,6,8,2,3,11,27
"Lyrm5",19,12,110,79,62,75,73,55,52,43,81,75
"Kras",141,88,380,297,497,529,464,468,321,305,304,354
"Gm15706",7,1,19,24,33,18,23,23,19,13,16,12
"Rassf8",3,6,18,18,20,21,9,12,5,12,12,17
"Bhlhe41",3,0,11,13,8,3,13,15,10,12,8,13
"Sspn",53,39,151,162,165,168,155,185,70,80,172,205
"Itpr2",23,16,32,34,80,82,56,61,45,32,62,62
"4933424B01Rik",44,36,145,95,114,142,103,132,65,61,81,90
"Fgfr1op2",96,71,512,473,365,347,270,362,198,181,334,339
"Tm7sf3",110,65,417,387,295,354,338,384,199,195,358,363
"Med21",64,41,377,337,225,281,214,261,135,120,238,226
"Gm6654",132,114,181,156,244,276,86,153,79,68,264,198
"Stk38l",14,6,43,50,62,51,33,35,22,30,33,38
"Ppfibp1",90,71,250,240,291,304,228,248,129,154,261,240
"Rep15",4,1,4,1,6,6,3,7,4,4,5,3
"Mrps35",15,16,93,86,63,100,78,78,42,38,60,60
"Gm5887",6,0,1,2,4,3,3,4,1,4,2,3
"Klhdc5",11,3,23,28,18,16,11,14,10,3,20,22
"Pthlh",31,18,41,131,116,139,140,142,47,93,94,127
"Ccdc91",31,23,89,97,99,129,80,107,70,59,89,111
"Ergic2",143,94,433,367,449,501,480,472,282,247,368,380
"Tmtc1",21,14,90,50,51,70,45,58,42,38,42,34
"Rps4y2",62,34,385,382,286,288,353,381,121,127,201,188
"Ipo8",15,7,57,56,54,61,32,38,19,23,31,38
"Caprin2",5,2,23,14,17,40,30,28,8,10,11,16
"Fam60a",2,4,11,3,4,7,6,9,5,4,7,6
"Dennd5b",52,40,99,82,109,131,91,136,69,60,87,87
"4833442J19Rik",10,11,46,39,34,43,36,44,20,14,21,30
"Amn1",16,10,66,69,49,68,57,55,30,38,66,58
"2810474O19Rik",23,24,76,64,130,162,118,153,60,58,99,101
"Bicd1",8,4,8,19,20,11,25,17,17,14,12,13
"Myadm",240,187,745,896,952,948,536,673,326,333,777,550
"Prkcc",0,2,0,2,3,8,1,4,3,3,3,4
"Ndufa3",362,247,1418,1368,990,1168,746,1063,543,480,984,942
"Tfpt",23,12,119,107,72,103,59,88,51,63,54,64
"Prpf31",8,4,63,43,41,49,37,39,20,12,31,28
"Cnot3",40,23,113,100,94,111,80,111,60,48,91,106
"Leng1",49,36,198,157,154,194,208,239,123,125,148,154
"Tmc4",5,2,14,25,16,16,10,22,10,10,9,10
"Mboat7",38,17,158,156,95,99,62,83,52,43,70,89
"Tsen34",149,125,616,679,611,672,601,726,346,304,523,506
"Rps9",3073,2099,19217,15352,13259,14868,10851,12724,8069,6847,10684,10333
"Lilrb3",0,0,12,8,3,1,2,8,0,1,2,2
"Leng8",41,17,159,122,127,163,110,142,78,73,121,102
"Leng9",3,2,22,20,26,40,28,38,23,19,31,22
"Cdc42ep5",72,48,250,278,236,281,200,253,126,129,225,244
"Rdh13",22,17,54,36,61,52,53,40,24,22,32,40
"Eps8l1",0,4,17,4,8,12,15,3,11,8,19,12
"D630041G03Rik",3,1,7,5,6,10,7,5,4,3,7,6
"Ppp1r12c",66,46,317,270,196,175,144,204,123,103,140,145
"Tnnt1",3,4,14,11,20,15,25,20,27,8,16,19
"Tnni3",2,1,3,11,6,11,2,5,8,4,2,8
"6030429G01Rik",3,1,10,9,6,4,4,6,8,1,8,6
"Tmem86b",2,3,1,1,2,4,6,3,2,2,6,3
"Ppp6r1",3,7,26,24,22,19,13,21,8,12,18,21
"Hspbp1",25,20,163,130,135,112,95,124,65,68,95,95
"Brsk1",4,5,40,25,19,22,19,18,16,13,16,18
"Suv420h2",13,7,43,43,31,38,27,26,15,18,35,34
"Cox6b2",21,19,28,48,91,68,36,43,23,39,39,35
"Il11",5,5,30,13,15,32,23,26,15,20,16,20
"2210411K11Rik",31,25,130,132,68,91,48,77,27,33,105,110
"Rpl28",1815,1339,24064,18961,11554,12538,7612,9529,6728,5895,9111,9051
"Ube2s",524,431,2109,1420,1696,2155,1650,1772,1012,1026,1261,1504
"Isoc2b",24,12,87,101,73,75,69,57,34,23,73,86
"Isoc2a",26,23,36,44,61,70,54,80,36,22,19,28
"Zfp628",13,6,57,45,34,42,37,49,28,29,28,44
"Nat14",11,14,33,40,27,25,26,28,17,14,22,24
"A430110N23Rik",247,167,771,1019,521,406,299,328,160,187,614,662
"Zfp579",10,3,67,68,43,52,36,29,21,25,45,40
"Fiz1",24,14,82,45,53,70,52,65,43,31,49,47
"Zfp524",11,10,63,77,30,51,35,44,27,18,48,32
"Zfp865",8,4,30,21,25,18,11,32,18,9,15,18
"Zfp784",2,2,4,5,6,8,4,2,6,2,3,7
"Zfp580",18,16,71,78,43,69,61,50,41,33,48,52
"U2af2",148,73,555,421,419,556,380,488,242,241,332,349
"Epn1",84,73,541,415,303,351,256,316,187,168,306,262
"Zfp787",26,24,143,116,105,98,109,90,73,56,102,94
"Zfp444",14,4,44,28,27,36,27,36,17,16,24,17
"Zfp667",7,1,10,14,14,16,23,25,19,13,11,13
"Zfp583",3,0,5,4,6,5,10,3,3,4,6,5
"Zfp28",2,2,7,8,5,6,9,4,1,2,7,12
"Peg3",10,8,4,2,23,39,30,23,24,8,45,45
"Zfp954",45,25,171,134,170,204,159,166,107,97,143,130
"Zfp772",2,2,27,14,8,15,18,13,11,11,10,14
"Vmn2r29",3,4,24,15,13,11,18,8,10,7,13,7
"Clcn4-2",123,82,392,359,489,476,373,448,192,237,384,430
"Zfp606",10,1,11,13,13,13,10,20,9,10,19,15
"Zscan18",2,2,1,2,1,2,0,1,2,1,5,0
"Zfp329",7,3,14,13,20,35,17,26,13,9,17,19
"Zfp110",11,8,29,44,32,40,45,53,31,24,35,27
"Zscan22",1,0,3,3,5,2,8,2,4,5,9,6
"Rps5",4618,3272,25825,19920,19055,21632,15515,18337,11181,9816,14571,14297
"2310014L17Rik",1,1,9,9,9,12,5,6,6,5,8,11
"Zfp324",2,1,5,5,4,1,5,3,4,5,4,5
"Zfp446",4,1,7,8,7,7,3,11,5,7,6,12
"Zbtb45",6,1,22,27,18,16,15,21,15,9,17,15
"Trim28",86,69,437,362,316,365,305,373,239,161,246,275
"Chmp2a",272,206,1410,1223,1210,1318,1147,1215,717,528,919,899
"Ube2m",103,78,654,545,252,252,204,259,126,139,217,264
"6330408A02Rik",3,4,4,14,14,18,9,9,9,4,8,8
"Lig1",16,6,26,21,56,56,38,55,29,19,19,31
"Sepw1",1352,1089,6350,5765,4368,4821,3331,4153,2324,2156,4038,3997
"Gltscr2",404,293,1616,1439,1456,1832,1552,1702,1058,965,1317,1258
"Ehd2",129,81,368,471,334,378,309,416,228,199,237,213
"Napa",152,136,896,692,512,621,565,630,391,296,493,473
"Kptn",4,3,37,34,32,57,33,38,26,14,49,34
"Meis3",35,28,164,133,92,123,111,103,78,67,75,94
"Dhx34",2,7,21,21,13,27,13,10,9,9,16,12
"C5ar1",2,2,13,15,10,6,10,14,2,4,4,9
"Prr24",35,20,124,97,78,85,84,88,61,54,72,76
"Ccdc9",36,35,165,130,130,158,112,135,81,81,100,140
"Bbc3",20,15,48,55,47,89,54,53,38,53,68,72
"Sae1",61,43,359,374,220,273,201,241,148,109,191,216
"Zc3h4",11,6,84,54,41,57,34,48,21,22,34,31
"Tmem160",153,125,969,771,558,557,418,555,296,246,517,475
"Grlf1",27,28,134,106,92,109,76,105,70,76,98,78
"Ap2s1",111,83,641,753,390,495,335,461,240,211,462,488
"Slc1a5",298,203,1196,855,804,996,817,1012,539,450,724,630
"Fkrp",17,13,97,71,49,57,51,54,30,28,53,55
"Strn4",60,53,275,212,165,188,157,170,115,106,155,166
"Prkd2",19,19,36,36,38,57,36,61,46,41,47,38
"Dact3",30,30,40,70,70,65,49,61,31,27,70,102
"Gng8",21,9,18,25,44,52,28,48,16,23,33,50
"Ptgir",18,13,101,73,70,107,78,86,63,62,66,58
"Calm3",303,222,1077,1058,812,1012,630,914,502,464,822,866
"Pnmal2",2,1,1,8,2,8,8,6,4,2,12,9
"Ppp5c",49,38,222,234,175,188,147,180,84,78,136,164
"Mill2",8,3,6,10,10,16,15,17,13,9,18,9
"Pglyrp1",3,4,12,4,1,9,15,9,4,1,3,3
"Ccdc61",9,9,36,43,26,34,38,41,28,14,25,26
"Nova2",4,1,5,2,4,3,3,6,1,4,1,0
"Mypop",33,16,93,111,67,74,54,69,35,53,72,67
"Irf2bp1",20,15,99,85,47,68,61,83,42,33,56,53
"Sympk",32,21,157,116,99,118,82,117,66,51,87,97
"Dmwd",25,24,120,98,54,53,42,62,32,41,44,75
"Dmpk",48,45,94,90,111,113,88,143,55,67,100,126
"Six5",9,6,28,31,23,22,14,27,15,12,27,25
"Fbxo46",3,2,18,17,11,13,11,15,3,7,6,10
"Qpctl",10,5,42,24,17,17,18,24,16,19,11,22
"Snrpd2",229,169,1506,1294,963,978,784,851,498,435,796,782
"Eml2",25,10,30,36,55,67,43,51,30,20,50,58
"Gpr4",3,5,6,13,12,25,11,6,8,22,6,5
"Opa3",16,17,47,35,96,129,129,135,102,99,70,75
"Vasp",64,57,244,270,231,266,217,260,153,129,229,197
"Rtn2",18,10,48,75,39,55,33,36,26,21,54,65
"Fosb",1336,949,3906,3394,3957,5515,3088,3116,2331,2557,4700,4310
"Ercc1",39,24,247,225,155,198,162,163,105,84,132,150
"Cd3eap",24,16,150,68,81,113,76,71,69,57,78,54
