"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Zfp157",2,0,10,15,3,3,13,7,5,3,7,7
"Zfp68",38,24,110,107,94,121,99,104,68,58,80,88
"Fam20c",41,29,185,175,93,101,126,136,67,62,96,122
"Pdgfa",32,20,38,49,62,90,65,67,46,38,90,130
"Prkar1b",20,7,54,59,59,61,45,48,28,34,32,43
"Heatr2",1,4,12,10,16,18,15,14,6,7,10,11
"Sun1",45,29,133,121,123,164,108,122,76,89,119,104
"Get4",77,55,276,237,176,194,146,159,127,112,130,144
"Cox19",36,23,204,156,144,173,124,128,79,86,119,119
"3110082I17Rik",9,7,68,49,37,33,35,31,20,21,38,30
"Gpr146",19,13,75,44,45,71,34,70,43,39,44,41
"C130050O18Rik",1,1,4,1,4,0,3,2,1,2,6,6
"Zfand2a",22,8,63,45,35,62,34,34,27,31,29,50
"Micall2",2,0,4,2,5,4,5,7,3,5,5,7
"Ints1",10,16,65,63,34,41,29,38,19,18,34,36
"Mafk",274,215,1082,763,905,1212,994,1056,734,706,854,835
"Tmem184a",0,2,0,3,6,2,3,4,4,1,2,1
"Psmg3",21,9,89,80,47,61,44,52,32,30,41,44
"Mad1l1",9,7,50,44,31,37,27,34,38,13,32,39
"Ftsj2",2,2,10,10,3,12,4,8,3,1,8,2
"Nudt1",4,7,42,44,26,21,19,25,10,8,25,31
"Snx8",15,11,58,60,41,50,41,57,24,31,37,35
"Eif3b",143,94,806,509,406,497,319,446,242,193,321,316
"Chst12",75,40,238,307,225,268,181,264,121,99,274,259
"Lfng",6,0,17,14,26,22,16,24,8,12,15,17
"Ttyh3",20,15,75,73,63,57,31,63,21,28,47,63
"Iqce",2,3,23,11,12,14,14,10,7,11,15,10
"Baat1",3,0,9,8,6,11,7,10,6,1,8,7
"Sdk1",14,12,63,45,63,52,46,61,34,21,51,45
"Foxk1",13,8,66,54,44,65,47,49,37,32,44,44
"C330006K01Rik",5,1,18,21,5,10,12,10,8,9,5,11
"Radil",19,14,78,70,76,95,88,89,51,47,78,78
"Papolb",0,3,3,0,4,2,4,2,6,5,1,5
"Wipi2",30,16,85,57,66,82,60,55,45,45,76,73
"Tnrc18",43,33,89,81,142,181,91,139,69,62,110,99
"Fbxl18",3,2,7,7,6,1,2,5,3,2,5,6
"Actb",5774,5556,21679,16260,17731,20045,14666,18035,10508,8148,13849,14745
"Fscn1",134,85,245,286,230,344,265,300,150,168,349,377
"Rnf216",21,19,120,74,93,134,80,137,71,62,97,98
"Rbak",4,2,17,17,12,19,18,12,8,4,16,11
"Zfp12",2,3,21,20,12,22,18,10,7,7,17,10
"Zfp316",2,2,14,9,8,12,7,10,5,4,8,10
"E130309D02Rik",18,26,79,59,71,58,55,73,29,30,39,60
"Zdhhc4",37,17,170,141,83,113,100,115,69,63,104,109
"0610040B10Rik",1,0,19,8,5,6,2,9,0,4,3,2
"Kdelr2",508,419,2059,1916,1474,1545,1321,1434,868,650,1270,1345
"Daglb",19,41,96,102,216,198,109,118,43,59,178,178
"Rac1",461,384,2276,1878,1665,1879,1401,1692,955,863,1395,1425
"2810453I06Rik",114,63,494,406,364,440,401,499,363,269,266,299
"Cyth3",152,116,788,520,527,509,443,507,328,251,456,450
"Usp42",10,14,39,38,66,63,64,70,38,46,46,52
"Eif2ak1",7,6,37,35,26,46,38,38,24,14,30,32
"Aimp2",36,28,199,153,142,140,126,129,55,65,95,91
"Pms2",2,1,6,5,6,12,6,13,3,9,10,7
"Ccz1",48,48,265,175,188,197,161,175,96,107,135,168
"Lmtk2",6,0,40,25,23,34,12,33,16,14,13,19
"Tecpr1",19,21,47,53,50,60,41,49,36,39,44,58
"Bri3",367,264,2208,1669,1253,1412,1058,1347,795,757,1067,1103
"Baiap2l1",1,5,0,7,4,6,3,8,2,6,3,5
"Gm15708",24,16,48,22,56,78,72,73,45,52,62,44
"Nptx2",9,13,88,52,59,87,43,53,50,36,27,35
"Trrap",21,10,85,72,71,89,67,94,53,35,61,74
"Smurf1",40,37,128,106,123,139,95,132,67,81,74,99
"Arpc1a",251,169,1184,851,787,883,651,802,477,427,750,683
"Arpc1b",1247,904,6901,5248,3708,4190,3015,4133,2106,2063,3446,3389
"Pdap1",123,123,747,597,580,643,462,533,312,238,464,519
"Bud31",100,65,609,465,439,499,395,452,300,226,373,377
"Ptcd1",8,3,29,34,19,38,26,33,21,16,27,25
"Cpsf4",16,7,58,45,41,36,38,41,15,31,28,27
"Atp5j2",447,352,2564,2303,1872,2060,1534,1704,922,801,1559,1589
"Zkscan14",1,2,4,6,1,7,6,5,3,4,10,2
"Zkscan5",1,5,14,17,10,11,12,11,12,1,8,11
"Zfp655",84,52,369,254,259,273,263,268,144,139,233,216
"Rnf6",58,52,179,166,200,224,163,207,124,113,164,191
"Cdk8",28,22,167,147,67,92,72,122,71,47,67,75
"Wasf3",2,1,7,2,3,5,7,8,0,1,1,4
"Usp12",20,18,87,64,77,87,60,67,55,52,60,68
"Rpl21",3391,2433,27774,21692,18463,20690,13961,17557,11860,10361,14097,13991
"Rasl11a",51,24,138,75,116,199,154,204,116,56,137,90
"Gtf3a",50,30,306,277,164,178,121,161,94,91,130,163
"Mtif3",3,4,21,31,18,27,16,25,7,9,11,16
"Lnx2",7,6,34,18,25,22,18,24,17,16,20,19
"Polr1d",359,239,2096,1524,1330,1512,1176,1344,827,674,1089,1047
"D5Ertd605e",0,0,9,10,7,3,3,4,1,1,7,2
"Pan3",44,31,99,74,97,90,65,83,60,53,74,73
"Flt1",15,5,36,26,48,71,55,33,31,32,20,37
"Pomp",233,161,1267,1125,851,990,722,813,481,395,747,775
"Slc46a3",2,1,8,8,4,14,19,10,9,7,6,5
"Mtus2",0,3,9,10,8,16,6,7,4,4,6,6
"Slc7a1",63,44,166,111,191,152,110,103,57,65,119,122
"Ubl3",137,102,432,372,405,425,410,436,245,221,352,399
"Katnal1",7,7,35,29,22,36,18,27,24,11,25,34
"Hmgb1",939,657,3131,2637,3230,3708,3309,3591,2030,1753,2702,2719
"Uspl1",19,13,64,35,52,36,44,46,30,20,34,36
"Alox5ap",3,4,22,22,9,13,13,30,7,6,11,21
"6330406I15Rik",368,272,1350,1294,1328,1335,1351,1713,748,735,1231,1228
"4930588N13Rik",10,1,8,14,20,18,18,32,14,7,16,12
"Wdr95",2,0,3,5,5,7,4,5,4,1,9,2
"Hsph1",616,349,1693,1828,1401,1872,1714,2106,798,780,1316,1252
"B3galtl",44,24,128,107,129,103,97,111,70,49,96,122
"Fry",12,5,12,14,24,29,18,22,21,11,20,18
"Brca2",4,3,5,6,3,3,9,10,6,6,3,5
"N4bp2l1",3,1,24,21,15,25,23,26,8,14,11,12
"N4bp2l2",62,37,171,127,273,341,281,305,165,149,210,224
"Pds5b",27,26,99,90,122,125,117,132,68,74,101,116
"Stard13",19,16,102,77,53,88,66,83,45,47,62,53
"Rfc3",10,9,28,38,29,44,31,45,21,12,24,24
"Samd9l",30,22,71,61,117,141,98,102,70,80,110,101
"Ccdc132",13,9,51,35,34,58,52,43,28,13,29,33
"Tfpi2",145,113,931,596,599,765,682,820,443,236,584,531
"Gng11",252,172,1294,1270,915,1145,839,1082,581,547,949,1007
"Bet1",65,33,373,403,221,232,207,242,119,122,199,206
"Col1a2",8734,5047,17444,22951,10820,8208,7729,10894,3073,4567,23493,26587
"Casd1",25,11,62,62,47,48,42,55,26,32,51,53
"Sgce",254,158,907,803,899,1091,1004,1160,516,499,646,732
"Peg10",16,6,46,25,36,53,47,46,47,42,63,50
"Ppp1r9a",9,5,26,27,40,37,41,36,13,20,46,43
"Pon3",17,12,138,126,68,98,127,121,52,45,66,81
"Pon2",93,64,325,333,305,347,248,300,152,154,306,374
"Asb4",15,13,75,44,52,100,56,67,56,35,106,51
"Pdk4",3,6,26,14,4,21,13,19,19,5,10,4
"Dync1i1",5,2,1,4,5,4,5,5,5,7,2,8
"Shfm1",751,546,4106,3438,2998,3088,2247,2590,1423,1271,2269,2360
"Dlx5",2,0,3,4,14,6,6,9,4,3,11,20
"Acn9",11,8,51,34,29,26,35,25,9,26,26,24
"Tac1",336,239,1273,1031,1758,1729,1308,1002,901,597,898,339
"Asns",11,18,113,78,82,125,87,85,54,27,66,67
"C1galt1",15,11,65,35,34,33,22,37,21,13,26,24
"Col28a1",0,2,5,11,4,7,3,5,0,3,17,8
"Mios",11,10,57,42,44,31,46,46,22,13,40,31
"Rpa3",54,21,215,212,163,180,157,181,84,97,126,140
"Gm16039",19,15,55,64,49,70,51,65,49,27,45,45
"A430035B10Rik",2,6,12,10,5,7,12,7,7,13,11,5
"Glcci1",23,19,57,52,71,91,65,73,40,35,72,65
"Ica1",3,2,6,10,5,10,5,5,4,4,8,6
"Ndufa4",311,248,2144,1728,1305,1418,1049,1173,655,499,1175,1181
"Phf14",32,15,67,58,66,106,66,75,41,40,70,80
"Thsd7a",20,18,143,99,75,90,175,201,106,85,68,43
"Tmem106b",59,42,329,291,196,257,170,191,100,99,205,186
"Tmem168",18,22,95,78,84,92,59,102,37,48,88,67
"B630005N14Rik",19,18,96,58,76,74,47,82,44,39,71,60
"Gpr85",7,2,11,14,26,21,28,22,20,13,14,15
"2610001J05Rik",132,118,725,647,494,524,448,442,219,240,509,431
"1110019D14Rik",2,4,15,21,9,8,4,11,2,10,20,10
"Foxp2",13,10,11,11,26,32,22,18,12,22,31,38
"Mdfic",49,29,155,160,105,131,109,119,80,68,106,114
"Tes",7,10,18,7,16,26,17,30,9,11,16,10
"Cav2",80,56,189,199,164,241,206,170,119,106,159,197
"Cav1",354,165,1622,1255,725,684,553,627,388,399,604,581
"Met",30,21,36,33,54,77,21,32,25,18,62,59
"Capza2",228,183,775,587,735,822,698,794,443,392,620,685
"St7",31,22,134,132,108,92,69,87,48,53,80,92
"Wnt2",47,24,139,135,114,143,74,88,19,31,94,98
"Cttnbp2",8,1,3,3,10,13,8,8,2,7,12,5
"Naa38",57,44,341,313,280,274,232,289,160,149,192,242
"Tspan12",24,21,43,33,71,72,54,72,27,27,55,66
"Ing3",36,21,80,67,110,136,129,116,88,57,86,80
"A430107O13Rik",93,80,119,75,273,328,206,269,154,166,306,252
"Wnt16",0,0,0,2,4,4,4,9,0,1,3,8
"Fam3c",131,73,374,335,346,297,267,288,144,148,306,342
"Ptprz1",2,1,5,6,13,9,2,6,3,3,4,3
"Aass",7,1,4,5,14,15,11,14,13,7,12,6
"Cadps2",4,3,16,12,11,20,12,9,8,8,16,12
"Ndufa5",243,182,1283,1135,960,1095,881,1058,622,464,759,781
"Wasl",132,103,487,406,560,582,563,618,353,304,426,481
"Pot1a",9,4,44,27,33,33,39,20,28,16,38,21
"Grm8",6,2,9,7,8,14,16,13,4,6,8,22
"Zfp800",32,20,53,39,83,99,104,144,45,52,70,90
"Gcc1",76,41,199,156,154,260,241,272,210,137,188,158
"Arf5",577,397,3512,3024,2244,2383,1854,2231,1344,1133,2079,1997
"Snd1",47,39,281,245,148,173,153,214,81,99,160,132
"Rbm28",31,18,156,112,141,167,196,183,98,71,120,122
"Prrt4",4,10,4,22,26,17,35,37,3,8,8,3
"Impdh1",28,20,126,91,59,75,46,76,43,39,71,55
"Hilpda",55,33,288,211,168,186,183,180,99,52,138,136
"Fam71f2",2,2,2,4,1,5,0,2,0,0,2,3
"Calu",472,392,2377,2203,1736,1841,1479,1823,870,807,1399,1554
"Ccdc136",3,4,7,9,24,15,9,8,4,4,20,18
"Flnc",102,79,369,305,321,335,203,325,173,155,281,233
"Atp6v1f",315,225,1459,1289,1292,1403,1049,1298,626,602,943,963
"Kcp",21,21,48,49,54,62,48,56,15,34,60,42
"Irf5",24,15,40,34,41,33,30,46,18,20,28,27
"Tnpo3",53,44,158,115,200,236,147,169,93,93,133,143
"Smo",51,30,131,143,102,143,92,129,61,64,115,125
"Ahcyl2",18,11,106,60,47,60,59,55,35,36,58,57
"Nrf1",14,12,75,58,72,100,68,96,59,40,67,61
"Ube2h",115,83,376,334,340,380,286,325,202,192,312,290
"Zc3hc1",28,18,87,86,85,105,84,133,63,67,78,81
"Klhdc10",18,12,119,75,65,57,54,62,32,19,47,44
"Tmem209",9,7,44,30,19,21,13,27,12,13,17,13
"Cpa1",0,2,0,0,0,0,0,0,8,2,0,0
"Tsga14",4,1,8,10,8,11,2,10,4,5,8,14
"Mest",51,67,169,259,205,184,133,175,57,100,273,321
"Copg2",0,1,2,5,2,3,4,2,2,1,6,7
"Klf14",2,4,0,1,1,6,2,3,2,2,12,9
"2210408F21Rik",22,20,130,96,72,86,85,71,62,55,54,56
"Mkln1",49,43,147,141,160,200,186,224,96,86,147,128
"Podxl",14,10,38,33,32,45,19,27,16,31,22,26
"Plxna4",5,5,5,3,20,14,10,10,4,1,15,11
"Chchd3",70,62,467,400,301,378,262,354,180,159,272,298
"Exoc4",9,14,28,32,41,62,59,79,29,28,46,38
"Slc35b4",13,11,69,60,35,39,22,37,29,23,33,28
"Akr1b8",47,37,293,223,182,264,236,232,107,88,137,152
"Akr1b10",7,10,28,34,45,45,56,63,21,25,31,36
"Bpgm",10,12,52,53,54,52,46,67,37,28,49,53
"Cald1",424,340,1541,1090,1658,1796,1499,1871,896,864,1520,1468
"Agbl3",2,3,19,9,13,18,21,14,11,6,16,11
"Tmem140",54,46,237,215,135,249,177,199,128,139,169,172
"3110062M04Rik",7,7,52,55,30,50,35,32,29,17,44,38
"Wdr91",14,10,97,79,45,30,64,68,49,25,36,36
"Cnot4",100,61,231,134,323,430,418,438,234,191,315,304
"Nup205",14,8,55,48,31,36,28,30,23,14,19,24
"1810058I24Rik",118,86,879,840,405,427,322,366,210,181,472,493
"Fam180a",36,47,285,154,90,122,70,112,57,61,112,120
"Mtpn",109,93,682,500,429,399,341,352,191,183,322,343
"Ptn",8,7,13,16,22,23,33,38,26,15,48,76
"Creb3l2",25,27,130,90,98,124,111,133,58,82,126,109
"Trim24",19,12,56,58,82,83,63,77,39,34,49,82
"Svopl",1,0,3,6,3,4,6,5,2,2,9,7
"Atp6v0a4",18,10,46,35,49,53,25,43,34,28,70,63
"D630045J12Rik",4,3,19,12,13,7,8,10,5,10,15,10
"Zc3hav1l",10,7,34,21,30,32,16,23,21,10,21,18
"Zc3hav1",35,25,115,73,128,162,102,182,110,90,94,77
"Ttc26",0,2,7,11,7,4,6,7,3,1,5,8
"Ubn2",49,44,176,153,187,178,155,216,94,115,145,193
"1110001J03Rik",139,85,604,603,543,606,438,562,315,261,420,439
"Luc7l2",215,166,628,532,684,846,699,774,476,425,617,620
"Klrg2",3,3,11,5,5,9,7,5,4,3,4,7
"Hipk2",18,14,36,22,57,52,31,61,34,26,44,33
"Parp12",31,28,120,83,104,141,100,132,79,73,78,80
"4930599N23Rik",3,0,5,4,6,7,7,4,2,2,2,7
"Jhdm1d",55,43,323,217,215,254,265,326,185,197,156,202
"Slc37a3",21,14,87,99,72,69,64,71,42,45,93,88
"Mkrn1",39,24,156,160,135,142,142,178,91,76,115,127
"Dennd2a",56,35,222,163,158,178,105,158,79,78,123,137
"Adck2",4,6,39,48,28,53,36,46,42,17,34,33
"Ndufb2",214,196,1417,1191,924,1116,819,897,514,479,797,842
"Braf",51,31,126,94,121,110,111,117,68,61,88,115
"Mrps33",121,104,671,608,419,460,428,500,245,218,373,432
"Agk",21,9,90,89,74,77,63,81,42,36,65,67
"Ssbp1",45,31,270,257,197,179,180,217,113,86,145,155
"Mgam",3,1,14,24,10,7,8,14,1,4,11,23
"2210010C04Rik",3,1,0,0,1,2,0,0,8,7,0,0
"Try4",1,3,0,0,1,1,0,0,7,1,0,0
"Try5",1,2,0,0,2,0,0,0,10,2,0,0
"Prss2",4,3,0,0,3,3,0,0,11,9,0,0
"Ephb6",6,6,18,12,11,20,17,19,6,10,21,16
"Gstk1",18,17,52,41,76,82,61,64,63,28,49,49
"Casp2",8,3,10,34,13,12,13,15,19,11,20,24
"Fam131b",7,8,13,10,15,15,11,19,11,15,16,14
"Zyx",269,212,1059,938,841,831,655,844,428,442,602,604
"Epha1",2,2,7,10,6,11,11,11,9,7,7,4
"Fam115c",5,3,23,33,35,34,28,28,15,10,13,16
"Fam115a",13,2,4,10,19,28,32,49,18,9,23,28
"Arhgef5",2,5,3,7,7,13,3,7,6,7,6,7
"Tpk1",5,1,12,11,7,10,8,11,7,4,17,17
"Cul1",74,70,341,271,362,380,342,399,212,181,288,262
"Ezh2",59,38,113,87,199,221,201,215,119,98,155,144
"Pdia4",172,150,763,861,542,606,541,581,236,210,541,531
"Zfp398",2,0,7,3,4,7,4,5,6,1,8,0
"Zfp282",3,3,40,28,29,19,27,27,17,15,19,25
"Zfp212",14,9,58,43,32,51,52,60,23,23,39,47
"Zfp783",1,1,11,9,2,4,3,9,2,2,5,4
"Zfp956",2,1,16,11,7,13,6,14,11,8,10,12
"Zfp777",7,2,43,22,12,17,6,18,9,13,17,13
"Zfp746",18,6,50,51,37,25,33,42,25,14,22,37
"Krba1",1,2,11,18,8,14,21,21,9,8,14,11
"Zfp467",15,14,52,37,73,79,42,72,43,34,49,64
"Zfp862",3,1,14,19,8,6,6,9,4,4,19,7
"Atp6v0e2",39,39,77,86,111,148,92,105,77,69,118,127
"Lrrc61",14,15,24,18,16,31,12,13,11,7,30,19
"Rarres2",1389,1014,7668,5673,5773,7083,5776,6334,3661,3092,4872,4823
"Repin1",10,11,51,35,39,37,33,37,30,16,30,35
"Zfp775",5,1,18,19,8,17,15,14,12,13,10,12
"AI854703",2,1,8,4,4,5,6,2,4,2,2,1
"Gimap9",0,3,11,6,7,12,1,8,2,6,8,3
"Gimap4",5,1,6,13,9,13,5,12,12,15,19,9
"Gimap6",17,12,56,53,65,90,58,74,42,58,54,56
"Gimap1",5,0,6,13,6,15,8,10,12,3,10,10
"Gimap5",8,6,1,2,6,9,8,7,3,7,3,12
"Gimap3",0,0,2,0,2,4,1,2,7,2,7,3
"Tmem176b",255,220,2532,1411,1090,1453,1185,1220,883,697,724,692
"Tmem176a",91,109,1229,625,472,692,448,482,326,265,319,319
"Gpnmb",238,152,1700,1119,688,799,934,842,673,544,458,350
"2410003K15Rik",95,80,638,498,386,490,459,448,271,249,384,418
"Igf2bp3",101,69,401,346,273,339,449,392,296,211,289,317
"Tra2a",102,76,377,248,376,425,389,379,259,243,221,193
"Ccdc126",15,12,42,39,40,44,29,49,33,24,32,45
"D330028D13Rik",3,3,8,12,12,15,16,17,14,9,9,12
"Npy",179,2,3,65,31,24,7,1,5,2,21,2
"Mpp6",37,28,131,76,74,92,73,87,48,52,72,82
"Dfna5",6,2,25,19,17,24,22,19,8,4,12,16
"Osbpl3",13,5,41,33,34,56,30,34,18,15,30,38
"Cycs",446,329,2173,1417,1504,1799,1338,1412,902,743,1072,1172
"Nfe2l3",2,2,9,6,11,15,7,4,10,9,10,7
"Hnrnpa2b1",794,552,3452,2570,2995,3631,2978,3343,1835,1539,2139,1881
"Cbx3",255,202,532,579,543,586,471,538,313,259,492,510
"Snx10",60,54,230,144,185,186,212,229,161,112,154,124
"Skap2",13,11,79,62,109,106,85,100,55,37,41,44
"Hoxa3",0,0,14,10,5,5,5,4,5,4,5,5
"Hoxa5",5,6,30,11,11,10,9,26,6,7,12,15
"Mira",6,8,27,15,8,9,10,14,8,7,2,10
"Hoxa7",10,6,39,39,41,54,45,56,39,35,29,37
"Hoxa9",2,1,3,1,5,10,7,7,4,8,3,6
"Hoxa10",29,14,104,122,82,108,82,111,57,61,107,89
"Hoxa11",1,0,11,21,23,16,9,13,8,6,20,8
"Hoxa11as",8,3,25,35,26,20,15,16,5,5,28,4
"Hibadh",104,69,468,377,354,425,358,445,261,195,303,290
"Tax1bp1",162,116,436,341,707,746,719,806,375,335,515,557
"Jazf1",5,5,50,49,24,17,25,29,10,10,18,29
"9430076C15Rik",9,12,14,23,39,55,32,35,21,19,38,27
"Creb5",116,107,214,194,624,644,503,682,359,345,453,499
"Tril",30,21,87,130,95,94,90,116,70,46,118,113
"Chn2",4,4,17,13,11,15,5,13,5,7,24,13
"Wipf3",1,1,16,10,5,3,4,3,2,2,0,2
"Scrn1",13,7,60,52,51,59,39,54,23,23,43,44
"Fkbp14",40,44,174,238,210,148,173,212,98,87,180,202
"Plekha8",9,4,44,29,27,31,20,19,10,14,28,30
"2410066E13Rik",9,1,31,31,38,66,41,32,25,16,39,41
"Znrf2",10,6,73,38,32,39,30,32,15,12,24,30
"Nod1",22,19,146,93,74,86,73,95,61,42,50,50
"Ggct",21,11,182,115,121,127,122,119,74,64,87,77
"Gars",66,57,362,306,281,267,246,297,143,129,198,224
"Inmt",223,119,2531,1478,1058,1658,3453,2668,2887,1143,871,509
"Fam188b",10,5,61,48,32,55,46,54,26,26,30,35
"Aqp1",350,178,1454,1062,708,1219,719,549,504,505,471,576
"Adcyap1r1",2,6,101,64,27,36,29,35,27,27,28,33
"Pde1c",1,3,0,1,2,6,3,0,4,1,2,1
"Lsm5",100,80,440,364,381,395,323,318,231,181,287,314
"Avl9",5,10,37,36,31,31,28,32,23,11,22,13
"Kbtbd2",32,28,148,100,101,150,87,108,47,57,73,70
"Fkbp9",534,368,1947,1875,1452,1553,1304,1586,845,791,1444,1608
"Nt5c3",25,30,183,139,142,153,140,136,89,59,111,127
"Ppm1k",19,4,26,34,28,36,22,25,23,15,23,27
"Herc6",16,12,45,37,50,70,52,67,29,41,38,38
"Pigy",27,20,124,99,97,100,64,84,49,36,80,96
"Lancl2",10,8,35,31,37,39,35,28,22,24,31,35
"Vopp1",23,19,108,89,91,95,70,95,45,46,57,78
"Abcg2",27,23,106,100,83,97,84,100,54,49,57,58
"Herc3",3,2,8,5,3,7,7,5,3,1,7,8
"Nap1l5",3,2,2,3,5,10,20,16,5,7,2,3
"Fam13a",1,2,14,9,7,10,14,13,7,6,8,5
"Tigd2",30,16,115,80,85,91,90,102,66,47,79,91
"A730020E08Rik",1,1,4,9,3,1,1,7,0,2,1,1
"Smarcad1",9,9,34,29,27,32,24,36,19,12,22,24
"Tnip3",0,1,4,5,6,10,8,11,3,4,5,5
"A930038C07Rik",8,4,2,5,21,16,15,7,7,7,30,14
"Prdm5",22,12,62,53,40,41,43,45,27,16,37,37
"Mad2l1",4,3,9,15,9,8,12,7,11,9,16,14
"Gng12",180,134,1043,661,613,643,414,572,284,305,399,434
"Gadd45a",379,351,2248,1661,1655,1941,1995,2331,1493,1178,1536,1681
"E230016M11Rik",1,5,6,7,6,9,8,7,3,4,3,4
"Serbp1",387,295,2005,1421,1691,1884,1500,1717,902,761,1203,1312
"Rpia",36,19,165,119,121,135,112,149,73,70,102,106
"Eif2ak3",14,8,53,36,32,40,37,36,27,21,37,44
"Thnsl2",14,13,54,50,56,56,65,48,24,12,29,24
"Krcc1",102,84,380,378,330,383,324,384,222,179,262,321
"Rmnd5a",45,29,148,145,114,126,80,100,68,80,122,88
"Rnf103",58,39,211,150,181,215,180,171,110,87,142,140
"Chmp3",162,92,671,579,533,551,477,531,322,214,416,423
"Kdm3a",27,21,90,63,82,83,86,85,62,47,67,57
"Mrpl35",42,39,271,223,194,202,166,200,93,82,148,169
"Immt",61,44,220,228,228,283,253,305,129,114,180,213
"Ptcd3",18,10,66,57,50,51,39,59,38,21,33,61
"Polr1a",12,6,51,29,24,35,16,25,8,13,28,26
"St3gal5",20,28,66,101,58,62,72,85,61,42,66,71
"Atoh8",9,7,28,21,19,37,29,31,21,20,26,17
"Usp39",16,12,102,57,81,86,64,76,41,29,57,53
"0610030E20Rik",36,19,75,52,97,116,95,105,80,60,96,80
"Tmem150a",43,43,353,250,166,183,152,157,105,105,153,139
"Rnf181",34,28,187,223,124,147,115,138,79,83,115,108
"Vamp5",33,17,128,130,75,100,63,82,66,49,89,74
"Vamp8",120,93,528,499,409,482,371,389,234,193,366,387
"Ggcx",32,33,165,188,143,182,124,142,71,65,127,125
"Mat2a",711,526,2070,1223,2820,3527,3337,3579,1960,1728,1867,1925
"4930414L22Rik",4,5,26,27,13,28,15,23,14,8,16,12
"Capg",377,284,2467,2390,1840,2125,1894,1927,874,767,1327,1259
"Elmod3",11,3,73,54,35,59,34,58,33,31,43,26
"Retsat",9,0,62,41,31,43,54,40,22,14,23,25
"Tgoln1",192,153,858,655,622,676,647,695,444,380,570,542
"Tcf7l1",62,35,172,161,174,192,115,176,114,102,162,176
"Kcmf1",178,118,608,463,452,475,401,473,279,271,322,422
"Tmsb10",6409,4723,27162,23448,20660,24243,15605,19457,11845,11286,19931,18808
"Suclg1",85,50,465,390,318,359,321,296,139,144,255,283
"Reg3g",2,2,189,1,14,37,0,12,0,3,3,3
"AW146020",4,5,13,12,7,8,13,18,13,3,8,7
"Mrpl19",23,15,78,70,50,72,60,76,48,30,53,53
"Fam176a",7,3,13,12,14,16,6,14,5,7,11,10
"Pole4",214,140,936,654,768,827,668,723,460,416,499,543
"Hk2",849,701,3777,2277,3345,4397,2892,3716,2626,2190,2501,2341
"D6Mm5e",8,5,45,41,30,22,14,18,5,7,45,47
"Dok1",56,63,254,250,216,180,141,222,99,120,238,253
"Loxl3",85,79,393,422,268,287,205,329,117,136,306,355
"Htra2",68,52,483,381,245,254,197,268,115,113,214,219
"Aup1",107,85,592,416,258,325,216,265,186,163,232,248
"Dqx1",19,0,5,8,3,17,5,5,3,8,4,4
"Pcgf1",8,10,71,62,39,48,59,41,39,38,45,55
"Mrpl53",42,56,299,271,183,205,158,197,113,105,174,193
"Mogs",20,23,148,99,57,46,57,85,39,33,42,28
"Wbp1",33,18,175,165,100,113,108,112,50,69,113,111
"Ino80b",25,14,141,128,76,112,69,76,56,45,82,100
"Rtkn",21,15,68,87,59,75,32,51,35,30,85,70
"Wdr54",1,4,17,16,20,26,17,20,16,11,11,8
"Dctn1",70,59,257,250,223,243,197,222,134,115,185,193
"Mthfd2",35,18,86,82,79,77,54,61,47,38,69,107
"Mob1a",1,4,6,10,11,15,9,11,6,7,16,5
"Bola3",88,90,725,573,387,394,322,377,242,179,274,326
"Tet3",24,13,44,49,63,75,44,58,35,38,82,64
"Dguok",57,35,258,270,213,235,213,239,145,109,195,190
"Actg2",4,1,1,1,0,3,1,0,1,3,17,1
"Stambp",18,15,61,65,52,83,55,70,35,38,54,61
"Vax2os1",0,1,5,3,3,4,9,5,9,10,6,4
"Vax2",4,7,8,15,17,13,11,20,4,6,16,9
"Tex261",71,56,353,275,286,332,291,357,202,180,234,247
"Nagk",42,49,220,223,150,188,154,213,85,77,127,127
"Paip2b",23,14,66,50,53,68,36,42,31,26,46,46
"Zfml",41,28,99,87,129,163,129,148,107,61,133,127
"Dysf",2,2,10,19,8,13,16,8,4,2,6,7
"Cyp26b1",7,20,81,107,117,148,158,110,53,33,84,107
"Exoc6b",25,10,89,78,62,76,78,89,49,38,58,60
"Npm3-ps1",54,48,89,68,110,154,75,110,50,54,109,93
"Spr",97,62,490,436,369,364,358,394,234,197,277,322
"Sfxn5",4,8,11,9,10,12,19,13,12,5,11,23
"Rab11fip5",49,35,183,163,148,203,148,161,103,94,149,138
"Smyd5",3,1,51,35,18,17,10,24,14,4,13,23
"1700040I03Rik",23,18,88,105,74,73,56,86,39,28,71,61
"Cct7",181,127,1053,844,714,879,790,843,391,347,548,610
"Alms1",2,1,5,10,12,26,13,17,10,7,15,7
"Cml3",6,3,19,22,17,20,11,32,19,23,24,31
"Alms1-ps2",2,0,0,2,2,8,1,3,3,2,2,3
"Cml1",10,7,20,15,33,19,15,23,8,9,24,21
"Tprkb",22,15,77,77,87,86,99,89,56,48,78,76
"Dusp11",79,54,306,288,229,338,222,262,178,144,230,224
"Fam136a",11,17,111,83,52,67,48,62,41,32,45,59
"Snrpg",612,402,3479,2889,2312,2550,1935,2103,1314,1141,1812,1836
